alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,confidence,snf_excel_row,snf_facility,snf_corporate,snf_beds,snf_census,cms_provider,cms_beds,cms_chain,cms_chain_id
4876,HERITAGE HOUSE OF CONNERSVILLE,AMERICAN SENIOR COMMUNITIES,281 S County Rd 200 E,Connersville,IN,88,70,Corporate,Yes,HIGH,4823,HERITAGE HOUSE REHABILITATION & HEALTH CARE CENTER,AMERICAN SENIOR COMMUNITIES,98,85.1,HERITAGE HOUSE REHABILITATION & HEALTH CARE CENTER,98.0,AMERICAN SENIOR COMMUNITIES,33.0
4877,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,45,36,Corporate,No,HIGH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,148.7,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES,33.0
4878,HERITAGE PARK AL,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,30,24,Corporate,Yes,HIGH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,148.7,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES,33.0
4879,HERITAGE PARK SNF,AMERICAN SENIOR COMMUNITIES,2001 Hobson Rd,Fort Wayne,IN,144,115,Corporate,Yes,HIGH,4824,HERITAGE PARK,AMERICAN SENIOR COMMUNITIES,180,148.7,HERITAGE PARK,180.0,AMERICAN SENIOR COMMUNITIES,33.0
4881,HERITAGE POINTE OF HUNTINGTON,HERITAGE POINTE COMMUNITIES,1180 W 500 N,Huntington,IN,108,86,Corporate,No,HIGH,4826,HERITAGE POINTE OF HUNTINGTON,,78,71.3,HERITAGE POINTE OF HUNTINGTON,78.0,,
4882,HERITAGE POINTE OF WARREN,HERITAGE POINTE COMMUNITIES,801 N Huntington Ave,Warren,IN,248,198,Corporate,No,HIGH,4827,HERITAGE POINTE OF WARREN,,119,81.2,HERITAGE POINTE OF WARREN,119.0,,
4885,HICKORY CREEK - COLUMBUS,AMERICAN SENIOR COMMUNITIES,5480 E 25Th St,Columbus,IN,30,24,Corporate,Yes,HIGH,4828,HICKORY CREEK AT COLUMBUS,AMERICAN SENIOR COMMUNITIES,36,29.8,HICKORY CREEK AT COLUMBUS,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4886,HICKORY CREEK - FRANKLIN,AMERICAN SENIOR COMMUNITIES,580 Lemley St,Franklin,IN,15,12,Corporate,Yes,HIGH,4831,HICKORY CREEK AT FRANKLIN,AMERICAN SENIOR COMMUNITIES,36,32.6,HICKORY CREEK AT FRANKLIN,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4887,HICKORY CREEK - GREENSBURG,AMERICAN SENIOR COMMUNITIES,1620 N Lincoln St,Greensburg,IN,29,23,Corporate,Yes,HIGH,4832,HICKORY CREEK AT GREENSBURG,AMERICAN SENIOR COMMUNITIES,36,26.2,HICKORY CREEK AT GREENSBURG,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4888,HICKORY CREEK - MADISON,AMERICAN SENIOR COMMUNITIES,1945 Cragmont St,Madison,IN,35,28,Corporate,Yes,HIGH,4834,HICKORY CREEK AT MADISON,AMERICAN SENIOR COMMUNITIES,36,34.3,HICKORY CREEK AT MADISON,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4890,HICKORY CREEK AT ROCHESTER,AMERICAN SENIOR COMMUNITIES,340 E 18Th St,Rochester,IN,23,18,Corporate,Yes,HIGH,4837,HICKORY CREEK AT ROCHESTER,AMERICAN SENIOR COMMUNITIES,36,24.4,HICKORY CREEK AT ROCHESTER,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4891,HICKORY CREEK OF CONNERSVILLE,AMERICAN SENIOR COMMUNITIES,2600 N Grand Ave,Connersville,IN,37,30,Corporate,Yes,HIGH,4829,HICKORY CREEK AT CONNERSVILLE,AMERICAN SENIOR COMMUNITIES,36,32.4,HICKORY CREEK AT CONNERSVILLE,36.0,AMERICAN SENIOR COMMUNITIES,33.0
4893,HOMEVIEW HEALTH,TLC MANAGEMENT,651 S State St,Franklin,IN,116,93,Corporate,Yes,HIGH,4845,HOMEVIEW CENTER OF FRANKLIN,TLC MANAGEMENT,119,109.3,HOMEVIEW CENTER OF FRANKLIN,119.0,TLC MANAGEMENT,520.0
4894,HOMEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2494 N Lebanon St,Lebanon,IN,39,31,Corporate,No,HIGH,4846,HOMEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,54.4,HOMEWOOD HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
4895,HOOSIER HEALTH & LIVING,CHI LIVING,621 S Sugar St,Brownstown,IN,55,44,Independent,Yes,HIGH,18779,HOOSIER CHRISTIAN VILLAGE,HOOSIER H & L PROPERTY LLC,110,88,HOOSIER HEALTH & LIVING COMMUNITY,97.0,CARDON & ASSOCIATES,105.0
4901,IGNITE MEDICAL RESORT CHESTERTON,IGNITE MEDICAL RESORTS,2775 Village Point,Chesterton,IN,55,44,Corporate,No,HIGH,4896,IGNITE MEDICAL RESORT CHESTERTON,IGNITE MEDICAL RESORTS,70,66.4,IGNITE MEDICAL RESORT CHESTERTON,70.0,IGNITE MEDICAL RESORTS,279.0
4902,IGNITE MEDICAL RESORT CROWN POINT,IGNITE MEDICAL RESORTS,1555 S Main St,Crown Point,IN,36,29,Corporate,No,HIGH,4897,IGNITE MEDICAL RESORT CROWN POINT LLC,IGNITE MEDICAL RESORTS,70,68.6,IGNITE MEDICAL RESORT CROWN POINT LLC,70.0,IGNITE MEDICAL RESORTS,279.0
4903,IGNITE MEDICAL RESORT DYER,IGNITE MEDICAL RESORTS,1532 Calumet Ave,Dyer,IN,36,29,Corporate,No,HIGH,4898,IGNITE MEDICAL RESORT DYER LLC,IGNITE MEDICAL RESORTS,100,95.7,IGNITE MEDICAL RESORT DYER LLC,100.0,IGNITE MEDICAL RESORTS,279.0
4911,KOKOMO HCC,COMMUNICARE,429 W Lincoln Rd,Kokomo,IN,34,27,Corporate,Yes,HIGH,4907,KOKOMO HEALTHCARE CENTER,COMMUNICARE HEALTH,80,65.3,KOKOMO HEALTHCARE CENTER,80.0,COMMUNICARE HEALTH,153.0
4924,LLV - PINE VALLEY,LUTHERAN LIFE VILLAGES,9802 Coldwater Rd,Fort Wayne,IN,63,50,Corporate,Yes,HIGH,4933,LUTHERAN LIFE VILLAGES,,84,79.3,LUTHERAN LIFE VILLAGES,84.0,,
4937,LIFE CARE - ROCHESTER,LIFECARE,827 W 13Th St,Rochester,IN,48,38,Corporate,Yes,HIGH,4919,LIFE CARE CENTER OF ROCHESTER,LIFE CARE CENTERS OF AMERICA,108,48,LIFE CARE CENTER OF ROCHESTER,108.0,LIFE CARE CENTERS OF AMERICA,311.0
4938,LINCOLN HILLS HEALTH CENTER OF NEW ALBANY,CARDON & ASSOCIATES,326 Country Club Dr.,New Albany,IN,74,59,Corporate,Yes,HIGH,4922,LINCOLN HILLS OF NEW ALBANY,CARDON & ASSOCIATES,156,127.3,LINCOLN HILLS OF NEW ALBANY,156.0,CARDON & ASSOCIATES,105.0
4939,LODGE OF THE WABASH,REAL PROPERTY HEALTH FACILITIES,723 E Ramsey Rd,Vincennes,IN,47,38,Corporate,No,HIGH,4928,LODGE OF THE WABASH,REAL PROPERTY HEALTH FACILITIES,70,49.5,LODGE OF THE WABASH,70.0,REAL PROPERTY HEALTH FACILITIES,605.0
4999,MAJESTIC CARE OF DEMING PARK,MAJETIC CARE,3300 Poplar St,Terre Haute,IN,14,11,Independent,Yes,HIGH,4946,MAJESTIC CARE OF DEMING PARK,MAJESTIC CARE,86,61.4,MAJESTIC CARE OF DEMING PARK,86.0,MAJESTIC CARE,331.0
5000,MAJESTIC CARE OF NORTH VERNON,MAJESTIC CARE,701 Henry St,North Vernon,IN,97,78,Corporate,Yes,HIGH,4954,MAJESTIC CARE OF NORTH VERNON,MAJESTIC CARE,120,97.5,MAJESTIC CARE OF NORTH VERNON,120.0,MAJESTIC CARE,331.0
5002,MANDERLEY HEALTH CARE CENTER,PRIORITY MANAGEMENT,806 S Buckeye St,Osgood,IN,54,43,Corporate,Yes,HIGH,4960,MANDERLEY HEALTH CARE CENTER,ADAMS COUNTY MEMORIAL HOSPITAL,71,50,MANDERLEY HEALTH CARE CENTER,71.0,ADAMS COUNTY MEMORIAL HOSPITAL,10.0
5003,MAPLE MANOR CHRISTIAN HOME,INDEPENDENT,643 W Utica St,Sellersburg,IN,43,34,Independent,Yes,HIGH,4961,MAPLE MANOR CHRISTIAN HOME INC,PULASKI MEMORIAL HOSPITAL,57,51.4,MAPLE MANOR CHRISTIAN HOME INC,57.0,PULASKI MEMORIAL HOSPITAL,435.0
5004,MARQUETTE MANOR ALF,LIFECARE,8140 Township Line Rd,Indianapolis,IN,30,24,Corporate,Yes,HIGH,4964,MARQUETTE,,57,54.4,MARQUETTE,57.0,,
5005,MARQUETTE MANOR IL,LIFECARE,8140 Township Line Rd,Indianapolis,IN,89,71,Corporate,Yes,HIGH,4964,MARQUETTE,,57,54.4,MARQUETTE,57.0,,
5006,MASON HEALTHCARE,TLC MANAGEMENT,900 Provident Dr,Warsaw,IN,79,63,Corporate,Yes,HIGH,4965,MASON HEALTH CARE CENTER,TLC MANAGEMENT,105,78,MASON HEALTH CARE CENTER,105.0,TLC MANAGEMENT,520.0
5007,MCCORMICK'S CREEKS REHAB,CASTLE HEALTHCARE,210 State Hwy 43,Spencer,IN,69,55,Corporate,Yes,HIGH,4966,MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE,CASTLE HEALTHCARE,87,75.7,MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE,87.0,CASTLE HEALTHCARE,121.0
5008,MEADOW LAKES,AMERICAN SENIOR COMMUNITIES,200 Meadow Lake Dr,Mooresville,IN,70,56,Corporate,No,HIGH,19159,MEADOW LAKES,MEADOW LAKE OF MOORESVILLE LLC,228,182,MEADOW LAKES,137.0,AMERICAN SENIOR COMMUNITIES,33.0
5009,MILL POND HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1014 Mill Pond Ln,Greencastle,IN,39,31,Corporate,No,HIGH,4971,MILL POND HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,50.3,MILL POND HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5010,MILLER'S - GARRETT,MILLERS MERRY MANOR,1367 S Randolph St,Garrett,IN,70,56,Corporate,Yes,HIGH,4984,MILLER'S MERRY MANOR,MILLER'S MERRY MANOR,76,65.2,MILLER'S MERRY MANOR,76.0,MILLER'S MERRY MANOR,352.0
5012,MILLER'S - OAK POINTE,MILLERS MERRY MANOR,411 N Wolf Rd,Columbia City,IN,58,46,Corporate,Yes,HIGH,4972,MILLER'S AT OAK POINTE,MILLER'S MERRY MANOR,82,50.1,MILLER'S AT OAK POINTE,82.0,MILLER'S MERRY MANOR,352.0
5013,MILLER'S MERRY MANOR - MARION,MILLER'S HEALTH SYSTEMS,505 N Bradner Ave,Marion,IN,24,19,Independent,No,HIGH,4976,MILLER'S MERRY MANOR,MILLER'S MERRY MANOR,176,72.7,MILLER'S MERRY MANOR,176.0,MILLER'S MERRY MANOR,352.0
5014,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE CENTER,EXCEPTIONAL LIVING CENTERS,950 N Lakeview Dr,Greensburg,IN,22,18,Corporate,No,HIGH,4991,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,EXCEPTIONAL LIVING CENTERS,64,54,MORNING BREEZE RETIREMENT COMMUNITY AND HEALTHCARE,64.0,EXCEPTIONAL LIVING CENTERS,758.0
5018,MORRISON WOODS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,4100 N Morrison Rd,Muncie,IN,84,67,Corporate,No,HIGH,4992,MORRISON WOODS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,57.9,MORRISON WOODS HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5019,MULBERRY HEALTH AND REHABILITATION CENTER,INDEPENDENT,502 W Jackson St,Mulberry,IN,10,8,Independent,No,HIGH,4995,MULBERRY HEALTH & REHABILITATION CENTER,,159,127.3,MULBERRY HEALTH & REHABILITATION CENTER,159.0,,
5028,NORTH CAPITOL NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,2010 N Capitol Ave,Indianapolis,IN,50,40,Corporate,Yes,HIGH,5021,NORTH CAPITOL NURSING & REHABILITATION CENTER,AMERICAN SENIOR COMMUNITIES,123,67.5,NORTH CAPITOL NURSING & REHABILITATION CENTER,123.0,AMERICAN SENIOR COMMUNITIES,33.0
5029,NORTH RIVER HEALTH CAMPUS,TRILOGY HEALTH SERVICES,811 E Baseline Rd,Evansville,IN,37,30,Corporate,No,HIGH,5023,NORTH RIVER HEALTH CAMPUS,TRILOGY HEALTH SERVICES,58,49.6,NORTH RIVER HEALTH CAMPUS,58.0,TRILOGY HEALTH SERVICES,524.0
5030,NORTHVIEW HEALTH/LIV,ESSENTIAL,1235 W Cross St,Anderson,IN,43,34,Independent,Yes,HIGH,5026,NORTHVIEW HEALTH AND LIVING,,94,68.1,NORTHVIEW HEALTH AND LIVING,94.0,,
5038,OAKWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1143 23Rd St,Tell City,IN,26,21,Corporate,No,HIGH,5033,OAKWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,98,80.5,OAKWOOD HEALTH CAMPUS,98.0,TRILOGY HEALTH SERVICES,524.0
5042,OSSIAN HEALTH AND REHABILITATION CENTER,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,62,50,Corporate,No,HIGH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,84.6,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT,520.0
5043,OSSIAN HEALTHCARE ALF,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,33,26,Corporate,Yes,HIGH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,84.6,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT,520.0
5044,OSSIAN HEALTHCARE SNF,TLC MANAGEMENT,215 Davis Rd,Ossian,IN,95,76,Corporate,Yes,HIGH,5035,OSSIAN HEALTH CARE AND REHABILITATION CENTER,TLC MANAGEMENT,100,84.6,OSSIAN HEALTH CARE AND REHABILITATION CENTER,100.0,TLC MANAGEMENT,520.0
5045,OTTERBEIN FRANKLIN - ALF,OTTERBEIN SENIOR LIFE,1070 W Jefferson St,Franklin,IN,74,59,Corporate,Yes,HIGH,5036,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,OTTERBEIN SENIORLIFE,208,131.8,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,208.0,OTTERBEIN SENIORLIFE,389.0
5046,OTTERBEIN FRANKLIN - SNF,OTTERBEIN SENIOR LIFE,1070 W Jefferson St,Franklin,IN,126,101,Corporate,Yes,HIGH,5036,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,OTTERBEIN SENIORLIFE,208,131.8,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,208.0,OTTERBEIN SENIORLIFE,389.0
5064,PADDOCK SPRINGS,TRILOGY HEALTH SERVICES,2695 Sheldon St,Warsaw,IN,41,33,Corporate,No,HIGH,19453,PADDOCK SPRINGS,TRILOGY REAL ESTATE KOSCIUSKO LLC,78,62,PADDOCK SPRINGS,60.0,TRILOGY HEALTH SERVICES,524.0
5065,PAOLI HEALTH AND LIVING COMMUNITY SNF,CARDON & ASSOCIATES,559 W Longest St,Paoli,IN,44,35,Corporate,Yes,HIGH,5048,PAOLI HEALTH AND LIVING COMMUNITY,CARDON & ASSOCIATES,109,84.7,PAOLI HEALTH AND LIVING COMMUNITY,109.0,CARDON & ASSOCIATES,105.0
5067,PARKER HEALTH AND REHABILITATION CENTER,TLC MANAGEMENT,359 Randolph St,Parker City,IN,9,7,Corporate,No,HIGH,5050,PARKER HEALTH CARE & REHABILITATION CENTER,TLC MANAGEMENT,89,60.6,PARKER HEALTH CARE & REHABILITATION CENTER,89.0,TLC MANAGEMENT,520.0
5070,PRAIRIE LAKES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,9730 Prairie Lakes Blvd E,Noblesville,IN,73,58,Corporate,No,HIGH,5059,PRAIRIE LAKES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,61,56.8,PRAIRIE LAKES HEALTH CAMPUS,61.0,TRILOGY HEALTH SERVICES,524.0
5096,RAWLINS HOUSE & FALL CREEK RETIREMENT VILLAGE,CARDON & ASSOCIATES,300 J.H. Walker Dr,Pendleton,IN,104,83,Corporate,No,HIGH,5071,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,110,103.4,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,110.0,CARDON & ASSOCIATES,105.0
5098,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,61,49,Corporate,No,HIGH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,67.9,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
5099,RIDGEWOOD HEALTH ALF,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,51,41,Corporate,Yes,HIGH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,67.9,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
5100,RIDGEWOOD HEALTH SNF,TRILOGY HEALTH SERVICES,181 Campus Dr,Lawrenceburg,IN,70,56,Corporate,Yes,HIGH,5079,RIDGEWOOD HEALTH CAMPUS,TRILOGY HEALTH SERVICES,71,67.9,RIDGEWOOD HEALTH CAMPUS,71.0,TRILOGY HEALTH SERVICES,524.0
5101,RIVER BEND NURSING AND REHAB,PRIORITY MANAGEMENT,3400 Stocker Dr,Evansville,IN,42,34,Corporate,Yes,HIGH,5081,RIVER BEND NURSING AND REHABILITATION,ADAMS COUNTY MEMORIAL HOSPITAL,113,60.3,RIVER BEND NURSING AND REHABILITATION,113.0,ADAMS COUNTY MEMORIAL HOSPITAL,10.0
5102,RIVER POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3001 Galaxy Dr,Evansville,IN,46,37,Corporate,No,HIGH,5082,RIVER POINTE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,53.5,RIVER POINTE HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5103,RIVER TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,120 Presbyterian Ave,Madison,IN,32,26,Corporate,No,HIGH,19747,RIVER TERRACE HEALTH CAMPUS,TRILOGY FSC INVESTORS LLC,73,58,RIVER TERRACE HEALTH CAMPUS,57.0,TRILOGY HEALTH SERVICES,524.0
5104,RIVER TERRACE RETIREMENT COMMUNITY,ADVANCED CARE ADMINISTRATIVE CONSULTANTS,400 Caylor Blvd,Bluffton,IN,64,51,Independent,No,HIGH,5084,RIVER TERRACE HEALTH CARE CENTER,IDE MANAGEMENT GROUP,30,28.4,RIVER TERRACE HEALTH CARE CENTER,30.0,IDE MANAGEMENT GROUP,278.0
5105,RIVEROAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1244 Vail St,Princeton,IN,40,32,Corporate,No,HIGH,5085,RIVEROAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,59.3,RIVEROAKS HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5106,RIVERVIEW VILLAGE,AMERICAN SENIOR COMMUNITIES,586 Eastern Blvd,Clarksville,IN,64,51,Corporate,Yes,HIGH,5087,RIVERVIEW VILLAGE,AMERICAN SENIOR COMMUNITIES,130,100.6,RIVERVIEW VILLAGE,130.0,AMERICAN SENIOR COMMUNITIES,33.0
5108,RIVERWALK VILLAGE,AMERICAN SENIOR COMMUNITIES,295 Westfield Rd,Noblesville,IN,119,95,Corporate,Yes,HIGH,5088,RIVERWALK VILLAGE,AMERICAN SENIOR COMMUNITIES,169,122.6,RIVERWALK VILLAGE,169.0,AMERICAN SENIOR COMMUNITIES,33.0
5156,SAINT ANNE HOME & RETIREMENT COMMUNITY,SAINT ANNE COMMUNITIES,1900 Randallia Dr,Fort Wayne,IN,112,90,Independent,No,HIGH,19821,SAINT ANNE HOME,DIOCESE OF FORT WAYNE SO BEND,219,175,SAINT ANNE HOME,166.0,,
5157,SAINT ANTHONY - MAJESTIC CARE OF CROWN POINT,"MAJESTIC MANAGEMENT, LLC",203 Franciscan Dr,Crown Point,IN,60,48,Corporate,No,HIGH,5116,SAINT ANTHONY,MAJESTIC CARE,189,170.1,SAINT ANTHONY,189.0,MAJESTIC CARE,331.0
5158,SCENIC HILLS CARE CENTER,TRILOGY HEALTH SERVICES,710 Sunrise Dr,Ferdinand,IN,41,33,Corporate,No,HIGH,5119,SCENIC HILLS AT THE MONASTERY,TRILOGY HEALTH SERVICES,88,85.3,SCENIC HILLS AT THE MONASTERY,88.0,TRILOGY HEALTH SERVICES,524.0
5173,SILVER OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,2011 Chapa St,Columbus,IN,49,39,Corporate,No,HIGH,5130,SILVER OAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,80,55.5,SILVER OAKS HEALTH CAMPUS,80.0,TRILOGY HEALTH SERVICES,524.0
5174,SPRING MILL HEALTH CAMPUS,CASA CONSULTING,101 W 87Th Ave,Merrillville,IN,105,84,Corporate,No,HIGH,5135,SPRING MILL HEALTH CAMPUS,CASA CONSULTING,64,57.6,SPRING MILL HEALTH CAMPUS,64.0,CASA CONSULTING,695.0
5176,ST ANDREWS HEALTH CAMPUS - BATESVILLE ALF,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,19,15,Corporate,Yes,HIGH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,54.4,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES,524.0
5177,ST ANDREWS HEALTH CAMPUS - BATESVILLE SNF,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,49,39,Corporate,Yes,HIGH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,54.4,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES,524.0
5179,ST. ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,40,32,Corporate,No,HIGH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,54.4,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES,524.0
5180,ST. CHARLES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3150 St. Charles St,Jasper,IN,40,32,Corporate,No,HIGH,5145,ST CHARLES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,54.1,ST CHARLES HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5181,ST. ELIZABETH HEALTHCARE CENTER,TRILOGY HEALTH SERVICES,701 Armory Rd,Delphi,IN,32,26,Corporate,No,HIGH,5146,ST ELIZABETH HEALTHCARE CENTER,TRILOGY HEALTH SERVICES,64,52.9,ST ELIZABETH HEALTHCARE CENTER,64.0,TRILOGY HEALTH SERVICES,524.0
5183,STONEBRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3100 Shawnee Dr S,Bedford,IN,40,32,Corporate,No,HIGH,5148,STONEBRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,61.3,STONEBRIDGE HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES,524.0
5185,STONECROFT CAMPUS AL,TRILOGY HEALTH SERVICES,363 S. Fieldstone Blvd,Bloomington,IN,32,26,Corporate,Yes,HIGH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,50.8,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES,524.0
5186,STONECROFT CAMPUS SNF,TRILOGY HEALTH SERVICES,363 S. Fieldstone Blvd,Bloomington,IN,53,42,Corporate,Yes,HIGH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,50.8,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES,524.0
5187,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,363 S Fieldstone Blvd,Bloomington,IN,54,43,Corporate,No,HIGH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,50.8,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES,524.0
5193,SUMMIT CITY,AMERICAN SENIOR COMMUNITIES,2940 N Clinton St,Fort Wayne,IN,39,31,Corporate,Yes,HIGH,5151,SUMMIT CITY NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,93,48.5,SUMMIT CITY NURSING AND REHABILITATION,93.0,AMERICAN SENIOR COMMUNITIES,33.0
5194,SUMMIT HEALTH/LIV,INDEPENDENT,701 S Main St,Summitville,IN,20,16,Independent,Yes,HIGH,5152,SUMMIT HEALTH AND LIVING,,34,30.1,SUMMIT HEALTH AND LIVING,34.0,,
5197,SWISS VILLA NURSING AND REHAB,AMERICAN SENIOR COMMUNITIES,1023 W Main St,Vevay,IN,32,26,Corporate,Yes,HIGH,5153,SWISS VILLA NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,72,45,SWISS VILLA NURSING AND REHABILITATION,72.0,AMERICAN SENIOR COMMUNITIES,33.0
5211,THE CEDARS,INDEPENDENT,14409 Sunrise Ct,Leo,IN,13,10,Independent,No,HIGH,4637,CEDARS THE,ADAMS COUNTY MEMORIAL HOSPITAL,65,38.1,CEDARS THE,65.0,ADAMS COUNTY MEMORIAL HOSPITAL,10.0
5217,THE MILTON HOME,STERLING HEALTHCARE MANAGEMENT,206 E Marion St,South Bend,IN,28,22,Corporate,No,HIGH,4987,"MILTON HOME, THE",,34,22.5,"MILTON HOME, THE",34.0,,
5218,THE NEW WARSAW,PRIORITY MANAGEMENT,300 E Prairie St,Warsaw,IN,38,30,Corporate,Yes,HIGH,5273,WARSAW MEADOWS,IDE MANAGEMENT GROUP,80,56.7,WARSAW MEADOWS,80.0,IDE MANAGEMENT GROUP,278.0
5219,THE SPRINGS AT LAFAYETTE,TRILOGY HEALTH SERVICES,2402 S St,Lafayette,IN,56,45,Corporate,No,HIGH,5139,"SPRINGS AT LAFAYETTE, THE",TRILOGY HEALTH SERVICES,70,41.5,"SPRINGS AT LAFAYETTE, THE",70.0,TRILOGY HEALTH SERVICES,524.0
5220,THE SPRINGS AT MOORESVILLE,TRILOGY HEALTH SERVICES,302 N Johnson Rd,Mooresville,IN,19,15,Corporate,No,HIGH,5140,"SPRINGS OF MOORESVILLE, THE",TRILOGY HEALTH SERVICES,70,45.1,"SPRINGS OF MOORESVILLE, THE",70.0,TRILOGY HEALTH SERVICES,524.0
5221,THE SPRINGS OF RICHMOND,TRILOGY HEALTH SERVICES,400 Industries Rd,Richmond,IN,15,12,Corporate,No,HIGH,5141,"SPRINGS OF RICHMOND, THE",TRILOGY HEALTH SERVICES,70,50.5,"SPRINGS OF RICHMOND, THE",70.0,TRILOGY HEALTH SERVICES,524.0
