alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
20881,WINDSORMEADE WILLIAMSBURG,VIRGINIA UNITED METHODIST HOMES OF W INC,3900 Windsor Hall Dr,Williamsburg,VA,235,188,Independent,No,BOTH,16608,WINDSORMEADE OF WILLIAMSBURG,,22,WINDSORMEADE OF WILLIAMSBURG,22.0,
12575,PICKAWAY MANOR CARE,AOM HC,391 Clark Dr,Circleville,OH,57,46,Independent,Yes,BOTH,12546,PICKAWAY MANOR CARE CENTER,,99,PICKAWAY MANOR CARE CENTER,99.0,
20036,ST. ANNE'S RETIREMENT COMMUNITY,SAINT ANNES RETIREMENT COMMUNITY INC,3952 Columbia Ave,Columbia,PA,354,283,Independent,No,BOTH,14022,ST ANNE'S RETIREMENT COMMUNITY,,119,ST ANNE'S RETIREMENT COMMUNITY,119.0,
4863,HARRISON'S CROSSING HEALTH CAMPUS,TRILOGY HEALTH SERVICES,395 8Th Ave,Terre Haute,IN,51,41,Corporate,No,BOTH,4816,HARRISON'S CROSSING HEALTH CAMPUS,TRILOGY HEALTH SERVICES,72,HARRISON'S CROSSING HEALTH CAMPUS,72.0,TRILOGY HEALTH SERVICES
18118,COTTINGHAM RETIREMENT COMMUNITY INC,COTTINGHAM CARE REALTY LLC,3995 Cottingham Dr,Cincinnati,OH,255,204,Independent,No,BOTH,11876,COTTINGHAM RETIREMENT COMMUNITY,LIONSTONE CARE,60,COTTINGHAM RETIREMENT COMMUNITY,60.0,LIONSTONE CARE
18231,DEUPREE HOUSE,"EPISCOPAL RETIREMENT HOMES, INC.",3999 Erie Ave,Cincinnati,OH,168,134,Corporate,No,BOTH,11945,DEUPREE COTTAGES,"EPISCOPAL RETIREMENT HOMES, INC.",24,DEUPREE COTTAGES,24.0,"EPISCOPAL RETIREMENT HOMES, INC."
6012,MOUNTAIN VIEW NURSING AND REHAB,PRINCIPLE,39 Ferndale Apartments Rd,Pineville,KY,61,49,Corporate,Yes,BOTH,5972,MOUNTAIN VIEW NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,115,MOUNTAIN VIEW NURSING AND REHABILITATION CENTER,115.0,PRINCIPLE LONG TERM CARE
5104,RIVER TERRACE RETIREMENT COMMUNITY,ADVANCED CARE ADMINISTRATIVE CONSULTANTS,400 Caylor Blvd,Bluffton,IN,64,51,Independent,No,BOTH,5084,RIVER TERRACE HEALTH CARE CENTER,IDE MANAGEMENT GROUP,30,RIVER TERRACE HEALTH CARE CENTER,30.0,IDE MANAGEMENT GROUP
19748,RIVER TERRACE HEALTH CARE CENTER,400 CAYLOR PROPCO LLC,400 Caylor Blvd,Bluffton,IN,74,59,Independent,No,BOTH,5084,RIVER TERRACE HEALTH CARE CENTER,IDE MANAGEMENT GROUP,30,RIVER TERRACE HEALTH CARE CENTER,30.0,IDE MANAGEMENT GROUP
5221,THE SPRINGS OF RICHMOND,TRILOGY HEALTH SERVICES,400 Industries Rd,Richmond,IN,15,12,Corporate,No,BOTH,5141,"SPRINGS OF RICHMOND, THE",TRILOGY HEALTH SERVICES,70,"SPRINGS OF RICHMOND, THE",70.0,TRILOGY HEALTH SERVICES
14246,CHERAW POST ACUTE,"CHERAW HEALTHCARE, INC",400 Moffat Rd,Cheraw,SC,102,82,Independent,Yes,BOTH,14244,CHERAW HEALTHCARE,,120,CHERAW HEALTHCARE,120.0,
16296,GRAYSON-SNF/NF,HINKLE'S INVESTMENTS AND MANAGEMENT,400 S Independence Ave,Independence,VA,111,89,Independent,Yes,BOTH,16295,GRAYSON REHABILITATION  AND HEALTH CARE CENTER,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,120,GRAYSON REHABILITATION  AND HEALTH CARE CENTER,120.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
14438,WHITE OAK ESTATES ASSISTED LIVING,WHITE OAK ESTATES ASSISTED LIVING,400 Webber Rd,Spartanburg,SC,45,36,Independent,No,BOTH,14424,WHITE OAK ESTATES,WHITE OAK MANAGEMENT,88,WHITE OAK ESTATES,88.0,WHITE OAK MANAGEMENT
20829,WHITE OAK ESTATES,NHC ESTATES LLC,400 Webber Road,Spartanburg,SC,232,186,Independent,No,BOTH,14424,WHITE OAK ESTATES,WHITE OAK MANAGEMENT,88,WHITE OAK ESTATES,88.0,WHITE OAK MANAGEMENT
6193,THE PAVILION AT KENTON,PAVILION HEALTHCARE,401 E 20Th St,Covington,KY,80,64,Corporate,Yes,BOTH,6154,THE PAVILION AT KENTON,THE PAVILION GROUP,82,THE PAVILION AT KENTON,82.0,THE PAVILION GROUP
8742,AUTUMN CARE OF BISCOE,SABER HEALTHCARE GROUP,401 Lambert Rd,Biscoe,NC,50,40,Corporate,Yes,BOTH,8685,AUTUMN CARE OF BISCOE,SABER HEALTHCARE GROUP,141,AUTUMN CARE OF BISCOE,141.0,SABER HEALTHCARE GROUP
19612,PRINCETON TRANSITIONAL CARE & ASSISTED LIVING,JCRNC RE LLC,401 Princeton Road,Johnson City,TN,126,101,Independent,No,BOTH,14743,PRINCETON TRANSITIONAL CARE & ASSISTED LIVING,SIGNATURE HEALTHCARE,47,PRINCETON TRANSITIONAL CARE & ASSISTED LIVING,47.0,SIGNATURE HEALTHCARE
12748,SWANTON VALLEY REHAB AND HCR CENTER,CROWN SENIOR LIVING,401 W Airport Hwy,Swanton,OH,53,42,Independent,Yes,BOTH,12729,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE,CROWN HEALTHCARE GROUP,92,SWANTON VALLEY REHABILITATION AND HEALTHCARE CENTE,92.0,CROWN HEALTHCARE GROUP
19428,OTTERBEIN SUNSET HOUSE,OLD LADIES HOME,4020 Indian Rd,Toledo,OH,90,72,Corporate,No,BOTH,12506,OTTERBEIN SUNSET HOUSE,OTTERBEIN SENIORLIFE,24,OTTERBEIN SUNSET HOUSE,24.0,OTTERBEIN SENIORLIFE
5794,CLINTON COUNTY CARE AND REHAB,SIGNATURE HEALTH,404 N Washington St,Albany,KY,34,27,Corporate,Yes,BOTH,5759,CLINTON COUNTY CARE AND REHABILITATION CENTER,SIGNATURE HEALTHCARE,52,CLINTON COUNTY CARE AND REHABILITATION CENTER,52.0,SIGNATURE HEALTHCARE
5235,THE WATERS OF RISING SUN,INFINITY HEALTHCARE CONSULTING,405 Rio Vista Ln,Rising Sun,IN,39,31,Corporate,Yes,BOTH,5302,"WATERS OF RISING SUN, THE",INFINITY HEALTHCARE CONSULTING,58,"WATERS OF RISING SUN, THE",58.0,INFINITY HEALTHCARE CONSULTING
6071,RIDGEWAY NURSING AND REHAB,BLUEGRASS/ENCORE,406 Wyoming Rd,Owingsville,KY,61,49,Corporate,Yes,BOTH,6056,RIDGEWAY NURSING & REHABILITATION FACILITY,BLUEGRASS HEALTH KY,99,RIDGEWAY NURSING & REHABILITATION FACILITY,99.0,BLUEGRASS HEALTH KY
18367,FAIRLAWN HAVEN,HAVEN FAIRLAWN,407 E Lutz Rd,Archbold,OH,253,202,Independent,No,BOTH,12014,FAIRLAWN HAVEN,,99,FAIRLAWN HAVEN,99.0,
5018,MORRISON WOODS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,4100 N Morrison Rd,Muncie,IN,84,67,Corporate,No,BOTH,4992,MORRISON WOODS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,MORRISON WOODS HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
12864,THE WILLOWS AT TIFFIN,INDEPENDENT,410 Fair Ln,Tiffin,OH,23,18,Independent,No,BOTH,12863,THE WILLOWS AT TIFFIN,TRILOGY HEALTH SERVICES,67,THE WILLOWS AT TIFFIN,67.0,TRILOGY HEALTH SERVICES
4528,APERION CARE HANOVER,APERION CARE,410 W Lagrange Rd,Hanover,IN,12,10,Corporate,No,BOTH,4495,APERION CARE HANOVER,APERION CARE,125,APERION CARE HANOVER,125.0,APERION CARE
4529,APERION CARE HANOVER ALF,CHOSEN,410 W Lagrange Rd,Hanover,IN,7,6,Corporate,Yes,BOTH,4495,APERION CARE HANOVER,APERION CARE,125,APERION CARE HANOVER,125.0,APERION CARE
4530,APERION CARE HANOVER SNF,CHOSEN,410 W Lagrange Rd,Hanover,IN,74,59,Corporate,Yes,BOTH,4495,APERION CARE HANOVER,APERION CARE,125,APERION CARE HANOVER,125.0,APERION CARE
18952,LARCHWOOD VILLAGE,LARCHWOOD PROPERTIES LLC,4110 Rocky River Dr,Cleveland,OH,159,127,Independent,No,BOTH,12240,LARCHWOOD CARE,,80,LARCHWOOD CARE,80.0,
5012,MILLER'S - OAK POINTE,MILLERS MERRY MANOR,411 N Wolf Rd,Columbia City,IN,58,46,Corporate,Yes,BOTH,4972,MILLER'S AT OAK POINTE,MILLER'S MERRY MANOR,82,MILLER'S AT OAK POINTE,82.0,MILLER'S MERRY MANOR
9074,DURHAM NURSING & REHAB CENTER,MAXIMUS HEALTHCARE GROUP,411 S Lasalle St,Durham,NC,49,39,Corporate,Yes,BOTH,9059,DURHAM NURSING & REHABILITATION CENTER,MAXIMUS HEALTHCARE GROUP,126,DURHAM NURSING & REHABILITATION CENTER,126.0,MAXIMUS HEALTHCARE GROUP
20227,THE CHRISTIAN VILLAGE AT MASON,MASON CHRISTIAN VILLAGE INC,411 Western Row Rd,Mason,OH,523,418,Independent,No,BOTH,12355,"MCV HEALTH CARE FACILITIES, INC",,73,"MCV HEALTH CARE FACILITIES, INC",73.0,
5853,FOREST SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,4120 Wooded Acre Ln,Louisville,KY,37,30,Corporate,No,BOTH,5839,FOREST SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,58,FOREST SPRINGS HEALTH CAMPUS,58.0,TRILOGY HEALTH SERVICES
9117,FIVE OAKS MANOR,VENZA,413 Winecoff School Rd,Concord,NC,159,127,Corporate,Yes,BOTH,9104,FIVE OAKS REHABILITATION AND CARE CENTER,VENZA CARE MANAGEMENT,160,FIVE OAKS REHABILITATION AND CARE CENTER,160.0,VENZA CARE MANAGEMENT
5855,FRANKLIN-SIMPSON NURSING AND REHAB,TOPAZ,414 Robey St,Franklin,KY,61,49,Corporate,Yes,BOTH,5843,FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,BENJAMIN LANDA,98,FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,98.0,BENJAMIN LANDA
13056,WOODLAND COUNTRY MANOR,INDEPENDENT,4166 Somerville Rd,Somerville,OH,43,34,Independent,Yes,BOTH,13041,WOODLAND COUNTRY MANOR INC,,60,WOODLAND COUNTRY MANOR INC,60.0,
5973,MADISONVILLE HEALTH AND REHAB,CLEARVIEW,419 N Seminary St,Madisonville,KY,52,42,Corporate,Yes,BOTH,5957,"MADISONVILLE HEALTH AND REHABILITATION, LLC",SIMCHA HYMAN & NAFTALI ZANZIPER,94,"MADISONVILLE HEALTH AND REHABILITATION, LLC",94.0,SIMCHA HYMAN & NAFTALI ZANZIPER
6143,SPRINGFIELD NURSING AND REHABILITATION,TOPAZ,420 E Grundy Ave,Springfield,KY,39,31,Corporate,Yes,BOTH,6116,SPRINGFIELD NURSING AND REHABILITATION CENTER,BENJAMIN LANDA,70,SPRINGFIELD NURSING AND REHABILITATION CENTER,70.0,BENJAMIN LANDA
12413,MOMENTOUS HEALTH AT FRANKLIN,MOMENTOUS HEALTH,421 Mission Ln,Franklin,OH,39,31,Independent,Yes,BOTH,12385,MOMENTOUS HEALTH AT FRANKLIN,,79,MOMENTOUS HEALTH AT FRANKLIN,79.0,
6235,WESTPORT PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,4247 Westport Rd,Louisville,KY,24,19,Corporate,No,BOTH,6224,WESTPORT PLACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,62,WESTPORT PLACE HEALTH CAMPUS,62.0,TRILOGY HEALTH SERVICES
12011,ENGLEWOOD HEALTH AND REHAB,PAVILION HEALTHCARE,425 Lauricella Ct,Englewood,OH,94,75,Corporate,Yes,BOTH,12005,ENGLEWOOD HEALTH AND REHAB,SIMCHA HYMAN & NAFTALI ZANZIPER,116,ENGLEWOOD HEALTH AND REHAB,116.0,SIMCHA HYMAN & NAFTALI ZANZIPER
23738,LindenGrove Waukesha,LindenGrove Communities,425 N University Dr,Waukesha,WI,128,102,Corporate,No,BOTH,17009,LINDENGROVE WAUKESHA,,61,LINDENGROVE WAUKESHA,61.0,
18777,HOMEWOOD AT PLUM CREEK,HOMEWOOD AT HANOVER PA INC,425 Westminster Ave,Hanover,PA,525,420,Independent,No,BOTH,13723,"HOMEWOOD LIVING PLUM CREEK, INC",HOMEWOOD RETIREMENT CENTERS,120,"HOMEWOOD LIVING PLUM CREEK, INC",120.0,HOMEWOOD RETIREMENT CENTERS
4911,KOKOMO HCC,COMMUNICARE,429 W Lincoln Rd,Kokomo,IN,34,27,Corporate,Yes,BOTH,4907,KOKOMO HEALTHCARE CENTER,COMMUNICARE HEALTH,80,KOKOMO HEALTHCARE CENTER,80.0,COMMUNICARE HEALTH
12791,THE GLEN,INDEPENDENT,4300 Glen Este Withamsville Rd,Cincinnati,OH,37,30,Independent,No,BOTH,12070,GLEN THE,TRILOGY HEALTH SERVICES,54,GLEN THE,54.0,TRILOGY HEALTH SERVICES
8942,CABARRUS HEALTH & REHABILITATION CENTER,MFA,430 Brookwood Ave NE,Concord,NC,121,97,Corporate,Yes,BOTH,8900,CABARRUS HEALTH AND REHABILITATION,LIFEWORKS REHAB,120,CABARRUS HEALTH AND REHABILITATION,120.0,LIFEWORKS REHAB
18462,GARDEN SPOT VILLAGE,GARDEN SPOT VILLAGE,433 S Kinzer Ave,New Holland,PA,782,626,Corporate,No,BOTH,13652,GARDEN SPOT VILLAGE,,73,GARDEN SPOT VILLAGE,73.0,
9554,PRUITTHEALTH - FARMVILLE,PRUITT HEALTH,4351 S Main St,Farmville,NC,53,42,Corporate,Yes,BOTH,9499,PRUITTHEALTH-FARMVILLE,PRUITTHEALTH,56,PRUITTHEALTH-FARMVILLE,56.0,PRUITTHEALTH
16429,PHEASANT RIDGE SNF/NF,AVARDIS HEALTH,4355 Pheasant Ridge Rd S.W.,Roanoke,VA,92,74,Corporate,Yes,BOTH,16418,PHEASANT RIDGE NURSING & REHAB CENTER,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,101,PHEASANT RIDGE NURSING & REHAB CENTER,101.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
18776,"HOMEWOOD AT MARTINSBURG, INC",HOMEWOOD AT MARTINSBURG PA INC,437 Givler Drive,Martinsburg,PA,360,288,Independent,No,BOTH,13722,"HOMEWOOD LIVING MARTINSBURG, INC",HOMEWOOD RETIREMENT CENTERS,129,"HOMEWOOD LIVING MARTINSBURG, INC",129.0,HOMEWOOD RETIREMENT CENTERS
12739,SCARLET OAKS NURSING AND REHAB ALF,CCH HEALTHCARE,440 Lafayette Ave,Cincinnati,OH,31,25,Corporate,Yes,BOTH,19847,SCARLET OAKS RETIREMENT COMMUNITY,SCARLET REALTY LLC,112,SCARLET OAKS NURSING AND REHABILITATION CENTER,70.0,CCH HEALTHCARE
12740,SCARLET OAKS NURSING AND REHAB SNF,CCH HEALTHCARE,440 Lafayette Ave,Cincinnati,OH,57,46,Corporate,Yes,BOTH,19847,SCARLET OAKS RETIREMENT COMMUNITY,SCARLET REALTY LLC,112,SCARLET OAKS NURSING AND REHABILITATION CENTER,70.0,CCH HEALTHCARE
9273,JUNIPER GARDENS,IVY MANAGEMENT GROUP,4414 Wilkinson Blvd,Gastonia,NC,31,25,Independent,Yes,BOTH,9773,THE IVY AT GASTONIA LLC,SIMCHA HYMAN & NAFTALI ZANZIPER,50,THE IVY AT GASTONIA LLC,50.0,SIMCHA HYMAN & NAFTALI ZANZIPER
11838,CHS OF TOLEDO,DIVINE,4420 S Ave,Toledo,OH,23,18,Independent,Yes,BOTH,11872,CONTINUING HEALTHCARE OF TOLEDO,DIVINE HEALTHCARE MANAGEMENT,75,CONTINUING HEALTHCARE OF TOLEDO,75.0,DIVINE HEALTHCARE MANAGEMENT
4606,BETHLEHEM WOODS NURSING & REHAB,AMERICAN SENIOR COMMUNITIES,4430 Elsdale Dr,Fort Wayne,IN,84,67,Corporate,Yes,BOTH,4561,BETHLEHEM WOODS NURSING AND REHABILITATION,AMERICAN SENIOR COMMUNITIES,90,BETHLEHEM WOODS NURSING AND REHABILITATION,90.0,AMERICAN SENIOR COMMUNITIES
11769,BRISTOL VILLAGE AL,"WAVERLY CARE CENTER, INC",444 Cherry St,Waverly,OH,7,6,Corporate,Yes,BOTH,12415,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,,40,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,40.0,
11770,BRISTOL VILLAGE SNF,"WAVERLY CARE CENTER, INC",444 Cherry St,Waverly,OH,14,11,Corporate,Yes,BOTH,12415,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,,40,NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE,40.0,
9727,STONECREEK HEALTH & REHAB,SANSTONE,455 Victoria Rd,Asheville,NC,59,47,Corporate,Yes,BOTH,9649,STONECREEK HEALTH AND REHABILITATION,SANSTONE HEALTH & REHABILITATION,120,STONECREEK HEALTH AND REHABILITATION,120.0,SANSTONE HEALTH & REHABILITATION
19434,OUR LADY OF PERPETUAL HELP,OUR LADY OF PERPETUAL HELP ETC,4560 Princess Anne Rd,Virginia Beach,VA,123,98,Independent,No,BOTH,16412,OUR LADY OF PERPETUAL HELP,,30,OUR LADY OF PERPETUAL HELP,30.0,
20796,WESLEY WOODS AT NEW ALBANY,WESLEY WOODS AT NEW ALBANY LLC,4588 Wesley Woods Blvd,New Albany,OH,133,106,Independent,No,BOTH,12993,WESLEY WOODS AT NEW ALBANY,,16,WESLEY WOODS AT NEW ALBANY,16.0,
5916,HOPKINS CENTER,BLUEGRASS/ENCORE,460 S College St.,Woodburn,KY,31,25,Corporate,Yes,BOTH,5897,HOPKINS NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,50,HOPKINS NURSING AND REHABILITATION CENTER,50.0,ENCORE HEALTH PARTNERS
19349,NORWICH SPRINGS HEALTH CAMPUS,TRILOGY REAL ESTATE HILLIARD LLC,4680 Library Way,Hilliard,OH,115,92,Independent,No,BOTH,12436,NORWICH SPRINGS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,54,NORWICH SPRINGS HEALTH CAMPUS,54.0,TRILOGY HEALTH SERVICES
6139,SIGNATURE HEALTHCARE OF ROCKFORD,SIGNATURE HEALTH,4700 Quinn Dr.,Louisville,KY,102,82,Corporate,Yes,BOTH,6096,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,SIGNATURE HEALTHCARE,110,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,110.0,SIGNATURE HEALTHCARE
20638,VALLEY VIEW HAVEN,VALLEY VIEW HAVEN,4702 East Main Street,Belleville,PA,395,316,Independent,No,BOTH,14073,"VALLEY VIEW HAVEN, INC",,162,"VALLEY VIEW HAVEN, INC",162.0,
12746,STELLAR CARE CENTER,LIONSTONE,47045 Moore Ridge Rd,Woodsfield,OH,44,35,Corporate,Yes,BOTH,12704,STELLAR CARE CENTER,LIONSTONE CARE,41,STELLAR CARE CENTER,41.0,LIONSTONE CARE
19414,ONEILL HEALTHCARE NORTH OLMSTED,NORTH OLMSTED HOLDINGS LLC,4800 Clague Rd,North Olmsted,OH,152,122,Independent,No,BOTH,12444,O'NEILL HEALTHCARE NORTH OLMSTED,O'NEILL HEALTHCARE,67,O'NEILL HEALTHCARE NORTH OLMSTED,67.0,O'NEILL HEALTHCARE
18519,GOODWIN HOUSE ALEXANDRIA,GOODWIN HOUSE INC,4800 Fillmore Ave,Alexandria,VA,410,328,Corporate,No,BOTH,16293,GOODWIN HOUSE ALEXANDRIA,,80,GOODWIN HOUSE ALEXANDRIA,80.0,
19827,SAINT MARY'S AT ASBURY RIDGE,LECOM AT ASBURY RIDGE LLC,4855 W Ridge Rd,Erie,PA,318,254,Independent,No,BOTH,13978,SAINT MARY'S AT ASBURY RIDGE,,80,SAINT MARY'S AT ASBURY RIDGE,80.0,
4684,CHARLESTOWN PLACE AT NEW ALBANY,EXCEPTIONAL LIVING CENTERS,4915 Charlestown Rd,New Albany,IN,14,11,Corporate,No,BOTH,4641,CHARLESTOWN PLACE AT NEW ALBANY,DIVERSICARE HEALTHCARE,158,CHARLESTOWN PLACE AT NEW ALBANY,158.0,DIVERSICARE HEALTHCARE
12999,WESTERN RESERVE MASONIC COMMUNITY,INDEPENDENT,4931 Nettleton Rd,Medina,OH,141,113,Independent,No,BOTH,12998,WESTERN RESERVE MASONIC COMM,,50,WESTERN RESERVE MASONIC COMM,50.0,
18427,FOXDALE VILLAGE,FOXDALE VILLAGE,500 E. Marylyn Avenue,State College,PA,315,252,Independent,No,BOTH,13648,FOXDALE VILLAGE,,46,FOXDALE VILLAGE,46.0,
5236,THE WATERS OF SYRACUSE,INFINITY HEALTHCARE CONSULTING,500 E Pickwick Dr,Syracuse,IN,44,35,Corporate,Yes,BOTH,5307,"WATERS OF SYRACUSE SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,66,"WATERS OF SYRACUSE SKILLED NURSING FACILITY, THE",66.0,INFINITY HEALTHCARE CONSULTING
19117,MARIS GROVE,REDWOOD-ERC CONCORD LLC,500 Maris Grove Way,Glen Mills,PA,263,210,Corporate,No,BOTH,13583,CONTINUING CARE  AT MARIS GROVE,ERICKSON SENIOR LIVING,66,CONTINUING CARE  AT MARIS GROVE,66.0,ERICKSON SENIOR LIVING
19029,LONGWOOD AT OAKMONT,LONGWOOD AT OAKMONT INC,500 Route 909,Verona,PA,451,361,Independent,No,BOTH,13800,LONGWOOD AT OAKMONT,,60,LONGWOOD AT OAKMONT,60.0,
6234,WESLEY MANOR RETIREMENT COMMUNITY,WESLEY MANOR RETIREMENT COMMUNITY,5012 E Manslick Rd,Louisville,KY,41,33,Independent,No,BOTH,6221,WESLEY MANOR,,68,WESLEY MANOR,68.0,
20791,WESLEY MANOR RETIREMENT COMMUNITY,WESLEY MANOR RETIREMENT COMMUNITY IN,5012 E Manslick Rd,Louisville,KY,194,155,Independent,No,BOTH,6221,WESLEY MANOR,,68,WESLEY MANOR,68.0,
4739,ENVIVE HEALTHCARE OF BEECH GROVE,ENVIVE HEALTHCARE,501 N 17Th Ave,Beech Grove,IN,57,46,Corporate,No,BOTH,4719,ENVIVE OF BEECH GROVE,ENVIVE HEALTHCARE,52,ENVIVE OF BEECH GROVE,52.0,ENVIVE HEALTHCARE
16498,SUMMIT SQUARE ALF,SUNNYSIDE COMMUNITIES,501 Oak Ave.,Waynesboro,VA,32,26,Corporate,Yes,BOTH,16488,SUMMIT SQUARE,,18,SUMMIT SQUARE,18.0,
16499,SUMMIT SQUARE SNF,SUNNYSIDE COMMUNITIES,501 Oak Ave,Waynesboro,VA,17,14,Corporate,Yes,BOTH,16488,SUMMIT SQUARE,,18,SUMMIT SQUARE,18.0,
20808,WESTMINSTER CANTERBURY OF LYNCHBURG,WESTMINSTER CANTERBURY OF LYNCHBURG,501 V.e.s. Road,Lynchburg,VA,397,318,Independent,No,BOTH,16598,WESTMINSTER-CANTERBURY OF LYNCHBURG INC,,80,WESTMINSTER-CANTERBURY OF LYNCHBURG INC,80.0,
17836,CALVARY HOMES,CALVARY FELLOWSHIP HOMES INC,502 Elizabeth Dr,Lancaster,PA,300,240,Independent,No,BOTH,13537,CALVARY FELLOWSHIP HOMES INC,,45,CALVARY FELLOWSHIP HOMES INC,45.0,
5019,MULBERRY HEALTH AND REHABILITATION CENTER,INDEPENDENT,502 W Jackson St,Mulberry,IN,10,8,Independent,No,BOTH,4995,MULBERRY HEALTH & REHABILITATION CENTER,,159,MULBERRY HEALTH & REHABILITATION CENTER,159.0,
11645,AVENTURA AT CARRIAGE INN,AVENTURA,5040 Philadelphia Dr,Dayton,OH,68,54,Corporate,Yes,BOTH,11605,AVENTURA AT CARRIAGE INN,AVENTURA HEALTH GROUP,85,AVENTURA AT CARRIAGE INN,85.0,AVENTURA HEALTH GROUP
19722,RICHLAND PLACE,RICHLAND PLACE INC,504 Elmington Ave,Nashville,TN,267,214,Corporate,No,BOTH,14792,THE HEALTH CENTER AT RICHLAND PLACE,,107,THE HEALTH CENTER AT RICHLAND PLACE,107.0,
5013,MILLER'S MERRY MANOR - MARION,MILLER'S HEALTH SYSTEMS,505 N Bradner Ave,Marion,IN,24,19,Independent,No,BOTH,4976,MILLER'S MERRY MANOR,MILLER'S MERRY MANOR,176,MILLER'S MERRY MANOR,176.0,MILLER'S MERRY MANOR
5348,WALDRON REHAB AND HEALTH,INDEPENDENT,505 N Main St,Waldron,IN,45,36,Independent,Yes,BOTH,5272,WALDRON REHABILITATION AND HEALTHCARE CENTER,CASTLE HEALTHCARE,71,WALDRON REHABILITATION AND HEALTHCARE CENTER,71.0,CASTLE HEALTHCARE
5876,GRAYSON NURSING AND REHABILITATION,BLUEGRASS/ENCORE,505 William Thomason Byway,Leitchfield,KY,71,57,Corporate,Yes,BOTH,5862,GRAYSON NURSING AND REHAB CENTER,ENCORE HEALTH PARTNERS,72,GRAYSON NURSING AND REHAB CENTER,72.0,ENCORE HEALTH PARTNERS
5358,WATERS OF SULLIVAN,INFINITY HEALTHCARE CONSULTING,505 W Wolfe St,Sullivan,IN,32,26,Corporate,No,BOTH,5306,"WATERS OF SULLIVAN NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,93,"WATERS OF SULLIVAN NURSING FACILITY, THE",93.0,INFINITY HEALTHCARE CONSULTING
12499,OTTERBEIN MONCLOVA SENIORLIFE NEIGHBORHOOD,INDEPENDENT,5069 Otterbein Way,Monclova,OH,72,58,Independent,No,BOTH,12498,OTTERBEIN MONCLOVA,,60,OTTERBEIN MONCLOVA,60.0,
5878,GREENWOOD NURSING AND REHAB - KY,VENZA,5079 Scottsville Rd,Bowling Green,KY,127,102,Corporate,Yes,BOTH,5867,GREENWOOD NURSING & REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,128,GREENWOOD NURSING & REHABILITATION CENTER,128.0,PRINCIPLE LONG TERM CARE
16497,STRATFORD REHABILITATION CENTER - SNF,SABER HEALTHCARE GROUP,508 Rison St,Danville,VA,55,44,Corporate,Yes,BOTH,16485,STRATFORD HEALTHCARE CENTER,SABER HEALTHCARE GROUP,60,STRATFORD HEALTHCARE CENTER,60.0,SABER HEALTHCARE GROUP
6124,SALEM SPRINGLAKE HEALTH & REHAB CENTER,ATRIUM HEALTH,509 N Hayden Ave,Salem,KY,36,29,Corporate,Yes,BOTH,6081,SALEM SPRINGLAKE HEALTH & REHABILITATION CENTER,ATRIUM CENTERS,75,SALEM SPRINGLAKE HEALTH & REHABILITATION CENTER,75.0,ATRIUM CENTERS
8706,ADAMS FARM LIVING REHABILITATION,CENTURY CARE MANAGEMENT,5100 Mackay Rd,Jamestown,NC,33,26,Corporate,Yes,BOTH,8674,ADAMS FARM LIVING & REHABILITATION,CENTURY CARE MANAGEMENT,120,ADAMS FARM LIVING & REHABILITATION,120.0,CENTURY CARE MANAGEMENT
